element_type,osmid,nodes,landuse,geometry,store,amenity,compressed_air,name,source,access,fee,parking,covered,alt_name,historic,old_name,operator,studio,wikipedia,addr:city,addr:housenumber,addr:state,addr:street,website,official_name,brand,brand:wikidata,shop,tourism,addr:postcode,phone,description
way,875664447,"[3897158081, 8150442186, 8150442187, 8150442188, 8150442189, 8150442190, 8150442191, 8150442192, 3897158081]",commercial,"POLYGON ((-118.1224359 33.9392879, -118.1223774 33.9392293, -118.1222429 33.9391442, -118.1221426 33.9390932, -118.1221355 33.9390776, -118.1221355 33.939057, -118.1222429 33.9388896, -118.1225966 33.9390647, -118.1224359 33.9392879))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664449,"[3897158071, 8150442195, 8150442196, 8150442197, 8150442198, 8150442199, 3897158071]",commercial,"POLYGON ((-118.1238909 33.9372891, -118.1235367 33.937113, -118.1234146 33.9373049, -118.1234123 33.9373371, -118.123424 33.9373604, -118.1237215 33.9375103, -118.1238909 33.9372891))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664450,"[8150442193, 8150442200, 8150442201, 8150442202, 8150442203, 8150442194, 8150442193]",commercial,"POLYGON ((-118.1226782 33.9382995, -118.1232704 33.937526, -118.1233026 33.9375029, -118.1233359 33.9375039, -118.1236221 33.9376476, -118.1230276 33.9384691, -118.1226782 33.9382995))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664451,"[8150442207, 8150442208, 8150442209, 8150442210, 8150442211, 8150442207]",commercial,"POLYGON ((-118.1214853 33.9387599, -118.1217827 33.9389069, -118.1218566 33.9388992, -118.1220845 33.9385818, -118.1217366 33.9384099, -118.1214853 33.9387599))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664453,"[8150442214, 8150442213, 3575802411, 8150442215, 8150442216, 7039255303, 8150442214]",commercial,"POLYGON ((-118.1228069 33.9361246, -118.1230017 33.9358709, -118.1233173 33.9354602, -118.1236849 33.9356328, -118.123729 33.9357168, -118.1234517 33.9364633, -118.1228069 33.9361246))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664455,"[8150442220, 7851764592, 7851764601, 8150442224, 8150442225, 8150442226, 8150442227, 3897158106, 3897158105, 3897158074, 3897158085, 3897158130, 3897158088, 3897158140, 3897158145, 8150442223, 8150442222, 8150442221, 8150442220]",commercial,"POLYGON ((-118.1242585 33.9368049, -118.123843 33.9365895, -118.1240437 33.93595, -118.1240726 33.9358819, -118.1241141 33.9358595, -118.1241639 33.9358474, -118.1244802 33.9359737, -118.1275803 33.9374854, -118.1273001 33.9378897, -118.127001 33.9377346, -118.1264699 33.938509, -118.126182 33.9383662, -118.1263774 33.9380099, -118.1256599 33.9376367, -118.1254011 33.9380055, -118.1249535 33.9377932, -118.1255806 33.9369398, -118.1245188 33.9364012, -118.1242585 33.9368049))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664456,"[8150442228, 8150442229, 8150442230, 8150442240, 8150442241, 8150442242, 8150442243, 8150442239, 8150442238, 8150442231, 8150442232, 8150442233, 8150442234, 8150442235, 8150442236, 8150442237, 8150442228]",commercial,"POLYGON ((-118.1295434 33.9380878, -118.1296364 33.9380714, -118.1302223 33.9373143, -118.126633 33.9353798, -118.1261129 33.9360684, -118.1254757 33.9357366, -118.1255397 33.9356379, -118.1252939 33.935512, -118.1257407 33.9348914, -118.1249872 33.934484, -118.1243217 33.9353658, -118.1242879 33.9354313, -118.1243014 33.9354856, -118.1243409 33.9355315, -118.1248966 33.9358045, -118.1249988 33.9359306, -118.1295434 33.9380878))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664459,"[8150442254, 8150442255, 8150442256, 8150442257, 8150442258, 8150442259, 8150442260, 8150442261, 8150442262, 8150442263, 8150442264, 8150442265, 8150442266, 8150442267, 8150442254]",commercial,"POLYGON ((-118.1237977 33.9353298, -118.1238377 33.9353324, -118.1238853 33.9353247, -118.1241971 33.9348609, -118.1246747 33.9343309, -118.1220162 33.932905, -118.1220807 33.9328132, -118.1202285 33.9318232, -118.1201686 33.9318996, -118.1168852 33.9301194, -118.1168923 33.931766, -118.1169079 33.9318085, -118.1169548 33.9318662, -118.117013 33.9319004, -118.1237977 33.9353298))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664461,"[8150442275, 8150442276, 8150442277, 8150442278, 8150442279, 8150442280, 8150442281, 8150442282, 8150442283, 8150442284, 8150442285, 8150442286, 8150442287, 8150442288, 8150442269, 8150442270, 8150442271, 8150442272, 8150442273, 8150442274, 8150442275]",commercial,"POLYGON ((-118.1144274 33.9287954, -118.1143753 33.9287709, -118.1125387 33.929364, -118.1124576 33.9294057, -118.112421 33.929455, -118.1124072 33.9295091, -118.1124152 33.9295898, -118.1124484 33.929642, -118.112509 33.9296989, -118.1164109 33.931634, -118.1164482 33.9316379, -118.116493 33.9316262, -118.1165425 33.9316022, -118.1165593 33.9315658, -118.1165556 33.9306423, -118.1162312 33.9304637, -118.1160038 33.9308486, -118.114045 33.9298769, -118.1139822 33.9299626, -118.1137166 33.9298497, -118.1144274 33.9287954))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664462,"[8150442289, 8150442290, 8150442291, 8150442292, 8150442293, 8150473170, 8150473169, 8150473168, 8150473156, 8150442294, 8150442295, 8150442296, 8150442297, 8150442298, 8150442299, 8150442300, 8150442301, 8150442302, 8150442289]",commercial,"POLYGON ((-118.1173374 33.9329367, -118.1167495 33.9326592, -118.1167593 33.9326469, -118.1164924 33.9325071, -118.1163559 33.9326918, -118.1157079 33.9323838, -118.1156928 33.9324047, -118.1147684 33.9319464, -118.1147915 33.9319125, -118.1140953 33.9315653, -118.1142159 33.9313938, -118.1136145 33.9310948, -118.1138543 33.9307612, -118.1138912 33.930753, -118.1139318 33.930752, -118.1154409 33.9314908, -118.1175108 33.9325194, -118.11756 33.9326296, -118.1173374 33.9329367))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664463,"[8150442303, 8150442304, 4567941958, 4567941946, 8150442305, 8150442306, 8150442307, 8150473171, 8150442308, 8150442309, 8150442310, 8150442312, 8150442313, 8150442314, 8150442315, 8150442316, 8150442317, 8150442318, 8150442319, 8150442320, 8150442303]",commercial,"POLYGON ((-118.109256 33.9281038, -118.1089381 33.9282902, -118.1083301 33.9295008, -118.1084534 33.9295275, -118.1103016 33.9304593, -118.1109079 33.9295891, -118.1112849 33.9297946, -118.1114706 33.929898, -118.1118306 33.930097, -118.1112188 33.9309348, -118.1120005 33.9313338, -118.1123856 33.9307875, -118.1126632 33.9309333, -118.112765 33.9307832, -118.113063 33.9309428, -118.1128873 33.9311889, -118.113203 33.9313347, -118.113692 33.9306829, -118.1136563 33.9306121, -118.1117286 33.9296127, -118.109256 33.9281038))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664467,"[8150442351, 8150442359, 8150442360, 8150442361, 8150442349, 8150442350, 8150442351]",commercial,"POLYGON ((-118.1160154 33.927986, -118.1165075 33.9278313, -118.116547 33.9278074, -118.1165596 33.9277672, -118.1165562 33.9272274, -118.1160133 33.9272271, -118.1160154 33.927986))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681772,"[8150630095, 8150630100, 8150630101, 8150630102, 8150630103, 8150630104, 8150630105, 8150630106, 8150630107, 8150630108, 8150630096, 8150630109, 8150630110, 8150630095]",commercial,"POLYGON ((-118.1302611 33.9430004, -118.1304524 33.9430675, -118.1306007 33.9431488, -118.1306118 33.943196, -118.130604 33.9432339, -118.1303677 33.9436269, -118.1303343 33.9436518, -118.1302986 33.9436564, -118.1302752 33.9436481, -118.1299197 33.943478, -118.1297868 33.9434356, -118.1299663 33.9431948, -118.1300719 33.9432501, -118.1302611 33.9430004))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681774,"[8150640720, 8150640731, 8150640732, 8150640733, 8150640726, 8150640727, 8150640728, 8150640730, 8150640718, 8150640719, 8150640734, 8150640735, 8150640720]",commercial,"POLYGON ((-118.1310042 33.9426618, -118.1316345 33.9418722, -118.1316369 33.9418417, -118.1316274 33.9418093, -118.1304455 33.9411911, -118.1301648 33.9415277, -118.1302319 33.9415671, -118.1299895 33.9418904, -118.1305594 33.9421993, -118.1304481 33.9423463, -118.1308582 33.9425604, -118.130846 33.942577, -118.1310042 33.9426618))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681790,"[8150640844, 8150640845, 8150640846, 8150640847, 8150640848, 8150640838, 8150640839, 8150640849, 8150640759, 8150640758, 8150640850, 8150640851, 8150640854, 8150640853, 8150640852, 8150640844]",commercial,"POLYGON ((-118.1292264 33.9389583, -118.1295926 33.9384768, -118.1296251 33.9384725, -118.1296562 33.9384833, -118.1311868 33.9392534, -118.1311992 33.9392944, -118.1310941 33.9394277, -118.1306213 33.9400466, -118.130426 33.9399408, -118.1300206 33.9397241, -118.1299917 33.9397637, -118.1298351 33.9396567, -118.1297541 33.9395474, -118.1295891 33.9394352, -118.1291241 33.9391714, -118.1292264 33.9389583))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,876407157,"[5749101871, 3559809496, 8156702363, 3559809492, 8156702364, 8156702365, 8156702366, 8156702367, 8156702368, 8156702369, 8156702370, 8156702371, 8156702372, 8156702373, 8156702374, 8156702375, 8156702376, 8156702377, 8156702378, 8156702379, 8156702380, 8156702381, 8156702382, 8156702383, 8156702384, 8156702385, 5749101859, 8156702358, 5749101860, 5749101861, 5749101862, 5749101863, 5749101868, 5749101869, 3559809494, 3559809495, 5749101870, 8156702360, 5749101871]",commercial,"POLYGON ((-118.1274279 33.924939, -118.1265229 33.9249371, -118.1256295 33.924927, -118.1256163 33.9249928, -118.1255987 33.9250844, -118.1255996 33.925803, -118.1256397 33.9261057, -118.1256387 33.9263056, -118.1256049 33.9265563, -118.1255988 33.9276066, -118.1256271 33.9276509, -118.1256691 33.927683, -118.125745 33.9276951, -118.1267629 33.9276965, -118.1279225 33.9276957, -118.128205 33.9276649, -118.1284051 33.9276659, -118.1285563 33.9276741, -118.1287044 33.9277081, -118.1292224 33.9278736, -118.1293135 33.9278942, -118.1293705 33.9278865, -118.1294151 33.9278597, -118.1294374 33.927834, -118.1308828 33.9259429, -118.1310631 33.925629, -118.1315681 33.9250622, -118.131428 33.9249934, -118.1312947 33.9249645, -118.1310238 33.9249617, -118.1302075 33.9250487, -118.130002 33.9251081, -118.1286276 33.9251714, -118.1275619 33.9251807, -118.1275646 33.9250675, -118.127567 33.9249877, -118.127511 33.9249874, -118.127511 33.9249392, -118.1274279 33.924939))","Kohl's, 300 Stonewood St, Downey",,,Downey Landing,,,,,,,,,,,,,,,,,,,,,,,,
way,875664428,"[8150433766, 8150433767, 8150433768, 8150442128, 8150442129, 8150433769, 8150433770, 8150433771, 8150433772, 8150433773, 8150442165, 8150433774, 8150433775, 8150433776, 8150433766]",commercial,"POLYGON ((-118.1184584 33.9479762, -118.1193987 33.9484405, -118.1197072 33.9480689, -118.1189056 33.9477021, -118.1187336 33.9476799, -118.1183385 33.9474764, -118.1188172 33.9468217, -118.1188553 33.9466353, -118.1185719 33.9465, -118.120176 33.9435479, -118.1196205 33.9433495, -118.1195678 33.943363, -118.1174317 33.9474102, -118.1174569 33.9474721, -118.1184584 33.9479762))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664429,"[8150433777, 8150433778, 8150433779, 8150433780, 8150433781, 8150433782, 8150433783, 8150433784, 8150433777]",commercial,"POLYGON ((-118.1170616 33.9457302, -118.1177594 33.9460922, -118.1171425 33.9472613, -118.1170791 33.9472794, -118.1163041 33.9468874, -118.1162872 33.9468588, -118.1162813 33.946835, -118.116296 33.9468059, -118.1170616 33.9457302))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664446,"[8150442158, 8150442182, 8150442183, 8150442184, 8150442185, 8150442160, 8150442159, 8150442158]",commercial,"POLYGON ((-118.1223382 33.9394725, -118.1222748 33.9393943, -118.1221892 33.9393119, -118.1220667 33.939247, -118.1219801 33.9392733, -118.1216785 33.9396998, -118.1220214 33.939865, -118.1223382 33.9394725))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664447,"[3897158081, 8150442186, 8150442187, 8150442188, 8150442189, 8150442190, 8150442191, 8150442192, 3897158081]",commercial,"POLYGON ((-118.1224359 33.9392879, -118.1223774 33.9392293, -118.1222429 33.9391442, -118.1221426 33.9390932, -118.1221355 33.9390776, -118.1221355 33.939057, -118.1222429 33.9388896, -118.1225966 33.9390647, -118.1224359 33.9392879))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664449,"[3897158071, 8150442195, 8150442196, 8150442197, 8150442198, 8150442199, 3897158071]",commercial,"POLYGON ((-118.1238909 33.9372891, -118.1235367 33.937113, -118.1234146 33.9373049, -118.1234123 33.9373371, -118.123424 33.9373604, -118.1237215 33.9375103, -118.1238909 33.9372891))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664450,"[8150442193, 8150442200, 8150442201, 8150442202, 8150442203, 8150442194, 8150442193]",commercial,"POLYGON ((-118.1226782 33.9382995, -118.1232704 33.937526, -118.1233026 33.9375029, -118.1233359 33.9375039, -118.1236221 33.9376476, -118.1230276 33.9384691, -118.1226782 33.9382995))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664451,"[8150442207, 8150442208, 8150442209, 8150442210, 8150442211, 8150442207]",commercial,"POLYGON ((-118.1214853 33.9387599, -118.1217827 33.9389069, -118.1218566 33.9388992, -118.1220845 33.9385818, -118.1217366 33.9384099, -118.1214853 33.9387599))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664453,"[8150442214, 8150442213, 3575802411, 8150442215, 8150442216, 7039255303, 8150442214]",commercial,"POLYGON ((-118.1228069 33.9361246, -118.1230017 33.9358709, -118.1233173 33.9354602, -118.1236849 33.9356328, -118.123729 33.9357168, -118.1234517 33.9364633, -118.1228069 33.9361246))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664455,"[8150442220, 7851764592, 7851764601, 8150442224, 8150442225, 8150442226, 8150442227, 3897158106, 3897158105, 3897158074, 3897158085, 3897158130, 3897158088, 3897158140, 3897158145, 8150442223, 8150442222, 8150442221, 8150442220]",commercial,"POLYGON ((-118.1242585 33.9368049, -118.123843 33.9365895, -118.1240437 33.93595, -118.1240726 33.9358819, -118.1241141 33.9358595, -118.1241639 33.9358474, -118.1244802 33.9359737, -118.1275803 33.9374854, -118.1273001 33.9378897, -118.127001 33.9377346, -118.1264699 33.938509, -118.126182 33.9383662, -118.1263774 33.9380099, -118.1256599 33.9376367, -118.1254011 33.9380055, -118.1249535 33.9377932, -118.1255806 33.9369398, -118.1245188 33.9364012, -118.1242585 33.9368049))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664456,"[8150442228, 8150442229, 8150442230, 8150442240, 8150442241, 8150442242, 8150442243, 8150442239, 8150442238, 8150442231, 8150442232, 8150442233, 8150442234, 8150442235, 8150442236, 8150442237, 8150442228]",commercial,"POLYGON ((-118.1295434 33.9380878, -118.1296364 33.9380714, -118.1302223 33.9373143, -118.126633 33.9353798, -118.1261129 33.9360684, -118.1254757 33.9357366, -118.1255397 33.9356379, -118.1252939 33.935512, -118.1257407 33.9348914, -118.1249872 33.934484, -118.1243217 33.9353658, -118.1242879 33.9354313, -118.1243014 33.9354856, -118.1243409 33.9355315, -118.1248966 33.9358045, -118.1249988 33.9359306, -118.1295434 33.9380878))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664459,"[8150442254, 8150442255, 8150442256, 8150442257, 8150442258, 8150442259, 8150442260, 8150442261, 8150442262, 8150442263, 8150442264, 8150442265, 8150442266, 8150442267, 8150442254]",commercial,"POLYGON ((-118.1237977 33.9353298, -118.1238377 33.9353324, -118.1238853 33.9353247, -118.1241971 33.9348609, -118.1246747 33.9343309, -118.1220162 33.932905, -118.1220807 33.9328132, -118.1202285 33.9318232, -118.1201686 33.9318996, -118.1168852 33.9301194, -118.1168923 33.931766, -118.1169079 33.9318085, -118.1169548 33.9318662, -118.117013 33.9319004, -118.1237977 33.9353298))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664461,"[8150442275, 8150442276, 8150442277, 8150442278, 8150442279, 8150442280, 8150442281, 8150442282, 8150442283, 8150442284, 8150442285, 8150442286, 8150442287, 8150442288, 8150442269, 8150442270, 8150442271, 8150442272, 8150442273, 8150442274, 8150442275]",commercial,"POLYGON ((-118.1144274 33.9287954, -118.1143753 33.9287709, -118.1125387 33.929364, -118.1124576 33.9294057, -118.112421 33.929455, -118.1124072 33.9295091, -118.1124152 33.9295898, -118.1124484 33.929642, -118.112509 33.9296989, -118.1164109 33.931634, -118.1164482 33.9316379, -118.116493 33.9316262, -118.1165425 33.9316022, -118.1165593 33.9315658, -118.1165556 33.9306423, -118.1162312 33.9304637, -118.1160038 33.9308486, -118.114045 33.9298769, -118.1139822 33.9299626, -118.1137166 33.9298497, -118.1144274 33.9287954))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664462,"[8150442289, 8150442290, 8150442291, 8150442292, 8150442293, 8150473170, 8150473169, 8150473168, 8150473156, 8150442294, 8150442295, 8150442296, 8150442297, 8150442298, 8150442299, 8150442300, 8150442301, 8150442302, 8150442289]",commercial,"POLYGON ((-118.1173374 33.9329367, -118.1167495 33.9326592, -118.1167593 33.9326469, -118.1164924 33.9325071, -118.1163559 33.9326918, -118.1157079 33.9323838, -118.1156928 33.9324047, -118.1147684 33.9319464, -118.1147915 33.9319125, -118.1140953 33.9315653, -118.1142159 33.9313938, -118.1136145 33.9310948, -118.1138543 33.9307612, -118.1138912 33.930753, -118.1139318 33.930752, -118.1154409 33.9314908, -118.1175108 33.9325194, -118.11756 33.9326296, -118.1173374 33.9329367))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664463,"[8150442303, 8150442304, 4567941958, 4567941946, 8150442305, 8150442306, 8150442307, 8150473171, 8150442308, 8150442309, 8150442310, 8150442312, 8150442313, 8150442314, 8150442315, 8150442316, 8150442317, 8150442318, 8150442319, 8150442320, 8150442303]",commercial,"POLYGON ((-118.109256 33.9281038, -118.1089381 33.9282902, -118.1083301 33.9295008, -118.1084534 33.9295275, -118.1103016 33.9304593, -118.1109079 33.9295891, -118.1112849 33.9297946, -118.1114706 33.929898, -118.1118306 33.930097, -118.1112188 33.9309348, -118.1120005 33.9313338, -118.1123856 33.9307875, -118.1126632 33.9309333, -118.112765 33.9307832, -118.113063 33.9309428, -118.1128873 33.9311889, -118.113203 33.9313347, -118.113692 33.9306829, -118.1136563 33.9306121, -118.1117286 33.9296127, -118.109256 33.9281038))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681767,"[8150630040, 8150630041, 8150630042, 8150630043, 8150630044, 8150630045, 8150630040]",commercial,"POLYGON ((-118.129842 33.9455293, -118.1294031 33.9452994, -118.1296652 33.9449167, -118.1299209 33.9450405, -118.1299475 33.9450696, -118.1299464 33.9451059, -118.129842 33.9455293))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681772,"[8150630095, 8150630100, 8150630101, 8150630102, 8150630103, 8150630104, 8150630105, 8150630106, 8150630107, 8150630108, 8150630096, 8150630109, 8150630110, 8150630095]",commercial,"POLYGON ((-118.1302611 33.9430004, -118.1304524 33.9430675, -118.1306007 33.9431488, -118.1306118 33.943196, -118.130604 33.9432339, -118.1303677 33.9436269, -118.1303343 33.9436518, -118.1302986 33.9436564, -118.1302752 33.9436481, -118.1299197 33.943478, -118.1297868 33.9434356, -118.1299663 33.9431948, -118.1300719 33.9432501, -118.1302611 33.9430004))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681774,"[8150640720, 8150640731, 8150640732, 8150640733, 8150640726, 8150640727, 8150640728, 8150640730, 8150640718, 8150640719, 8150640734, 8150640735, 8150640720]",commercial,"POLYGON ((-118.1310042 33.9426618, -118.1316345 33.9418722, -118.1316369 33.9418417, -118.1316274 33.9418093, -118.1304455 33.9411911, -118.1301648 33.9415277, -118.1302319 33.9415671, -118.1299895 33.9418904, -118.1305594 33.9421993, -118.1304481 33.9423463, -118.1308582 33.9425604, -118.130846 33.942577, -118.1310042 33.9426618))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681776,"[8150640738, 8150640787, 8150640791, 8150640788, 8150640795, 8150640739, 8150640790, 8150640789, 8150640740, 8150640741, 8150640742, 8150640743, 8150640827, 8150640826, 8150640744, 8150640745, 8150640746, 8150640821, 8150640820, 8150640747, 8150640748, 8150640749, 8150640750, 8150640818, 8150640819, 8150640738]",commercial,"POLYGON ((-118.1313673 33.9403443, -118.1318434 33.9405867, -118.1317425 33.940708, -118.1311968 33.9414084, -118.131381 33.9415072, -118.1317479 33.9417076, -118.1317872 33.9417024, -118.1318211 33.9416834, -118.1324485 33.9408633, -118.1329419 33.9402043, -118.1329426 33.9401829, -118.132932 33.9401603, -118.1327539 33.9400639, -118.1325918 33.9399761, -118.1314509 33.9393581, -118.1314056 33.9393569, -118.1313759 33.9393687, -118.1312763 33.9395024, -118.1313012 33.9395152, -118.1311732 33.9396981, -118.1314958 33.9398653, -118.1314716 33.9399034, -118.1315959 33.9399739, -118.1315141 33.9400809, -118.1315568 33.9401064, -118.1313673 33.9403443))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681790,"[8150640844, 8150640845, 8150640846, 8150640847, 8150640848, 8150640838, 8150640839, 8150640849, 8150640759, 8150640758, 8150640850, 8150640851, 8150640854, 8150640853, 8150640852, 8150640844]",commercial,"POLYGON ((-118.1292264 33.9389583, -118.1295926 33.9384768, -118.1296251 33.9384725, -118.1296562 33.9384833, -118.1311868 33.9392534, -118.1311992 33.9392944, -118.1310941 33.9394277, -118.1306213 33.9400466, -118.130426 33.9399408, -118.1300206 33.9397241, -118.1299917 33.9397637, -118.1298351 33.9396567, -118.1297541 33.9395474, -118.1295891 33.9394352, -118.1291241 33.9391714, -118.1292264 33.9389583))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681792,"[8150640860, 8150640861, 8150640862, 8150640863, 8150640864, 8150640865, 8150640866, 8150640867, 8150640868, 8150640869, 8150640870, 8150640871, 8150640872, 8150640860]",commercial,"POLYGON ((-118.1319944 33.94297, -118.1319684 33.9429808, -118.1319387 33.9429815, -118.1312964 33.9426512, -118.1312779 33.9426197, -118.1312714 33.9425927, -118.1312788 33.942575, -118.1314273 33.9423725, -118.131509 33.9423579, -118.1318389 33.9419441, -118.1325135 33.9422998, -118.1325265 33.9423142, -118.1325297 33.9423438, -118.1319944 33.94297))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681793,"[8150640873, 8150640874, 8150640875, 8150640876, 8150640877, 8150640878, 8150640873]",commercial,"POLYGON ((-118.1332189 33.9414939, -118.1326668 33.942156, -118.1326464 33.9421631, -118.1326268 33.9421657, -118.1319714 33.9418155, -118.1325149 33.9411151, -118.1332189 33.9414939))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681807,"[8150640946, 8150640965, 8150640947, 8150640948, 8150640949, 8150640946]",commercial,"POLYGON ((-118.1309196 33.9431806, -118.1309529 33.9431979, -118.1312034 33.9433273, -118.1315072 33.9429384, -118.1312122 33.9427779, -118.1309196 33.9431806))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875681810,"[8150640966, 8150640967, 8150640968, 8150640969, 8150640970, 8150640971, 8150640972, 8150640973, 8150640966]",commercial,"POLYGON ((-118.131419 33.9438751, -118.1318578 33.9441156, -118.1321188 33.9437747, -118.1325175 33.9439783, -118.132783 33.9436346, -118.1320366 33.9432329, -118.1320122 33.9432329, -118.1319799 33.9432412, -118.131419 33.9438751))","JCPenney, 332 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1109128526,"[10148294965, 10148294966, 10148294967, 10148294968, 10148294969, 10148294970, 10148294953, 10148294954, 10148294955, 10148294956, 10148294957, 10148294958, 10148294959, 10148294960, 10148294961, 10148294962, 10148294971, 10148294965]",commercial,"POLYGON ((-118.3434291 34.1923667, -118.3434267 34.1920969, -118.343378 34.1920466, -118.33822 34.191964, -118.338147 34.1919781, -118.3381202 34.1920224, -118.3381202 34.1924895, -118.3412286 34.192562, -118.3413698 34.192562, -118.341382 34.1923949, -118.341842 34.1924009, -118.3418542 34.1925681, -118.3424384 34.1925862, -118.3424481 34.192407, -118.3429496 34.1924191, -118.3429301 34.192711, -118.3434315 34.1927142, -118.3434291 34.1923667))","Target, 1800 Empire Ave, Burbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1134342295,"[10575161610, 10575161615, 10575161614, 10575161613, 10575161612, 10575161611, 10575161610]",commercial,"POLYGON ((-118.3389488 34.1979632, -118.3380696 34.1974165, -118.3380534 34.1972509, -118.3384768 34.1972544, -118.3384697 34.1975421, -118.3389458 34.1975515, -118.3389488 34.1979632))","Target, 1800 Empire Ave, Burbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1109127571,"[10148288817, 10587502166, 10148288818, 10587502175, 10148288819, 10148288820, 10148288821, 10148288822, 10148288817]",commercial,"POLYGON ((-118.3172455 34.1890417, -118.3182171 34.1880597, -118.3182246 34.1880227, -118.3161141 34.1864662, -118.3160802 34.1864669, -118.3155494 34.1869757, -118.3162547 34.1874488, -118.3156997 34.1879594, -118.3172455 34.1890417))","Walmart Supercenter, 1301 N Victory Pl, Burbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257317974,"[5536823179, 5536823180, 2628807541, 2628807542, 2628807539, 5536823178, 5536823177, 2628807540, 5536823176, 5536823179]",commercial,"POLYGON ((-118.5109747 34.4151195, -118.511273 34.4149987, -118.5118728 34.4148713, -118.5122035 34.4159921, -118.5112136 34.4164884, -118.5108877 34.4152454, -118.5108902 34.415207, -118.5109068 34.415171, -118.5109359 34.4151409, -118.5109747 34.4151195))","Walmart Supercenter, 26471 Carl Boyer Dr, Santa Clarita",,,Mountasia Family Fun Center,,,,,,,,,,,,Santa Clarita,21516,,Golden Triangle Rd,https://www.mountasiafuncenter.com/,,,,,,91350,(661) 253-4386,
